y
-0.85572
0.48428
-0.14572
0.59428
1.1243
0.044282
0.77428
-1.1557
0.36428
0.33428
-0.025718
0.054282
0.35428
-0.28572
0.054282
0.37428
0.67428
-0.78572
0.55428
-0.28572
-0.83572
-0.065718
-0.84572
1.3543
0.64428
-0.43572
0.55428
0.044282
-0.24572
-0.085718
-0.15572
0.35428
-0.58572
0.63428
0.58428
0.34428
-0.14572
-0.44572
-0.64572
-0.41572
0.18428
-0.47572
0.24428
0.83428
-0.63572
0.77428
-0.67572
1.3743
-1.2057
0.88428
0.10428
0.13428
-0.0057181
0.32428
0.18428
-0.21572
-0.23572
0.67428
-0.64572
0.27428
0.24428
0.30428
-0.15572
1.0443
0.28428
-0.17572
0.84428
0.41428
1.1543
0.064282
-0.77572
0.81428
-0.54572
0.24428
-0.46572
0.54428
-0.41572
0.81428
0.094282
-0.0057181
0.71428
1.1743
-0.45572
0.84428
-0.24572
0.79428
-0.25572
-0.35572
1.1043
0.094282
0.60428
-0.46572
-0.17572
-0.24572
-0.70572
0.96428
0.74428
0.60428
-0.045718
-0.43572
-0.50572
0.70428
-0.37572
-0.35572
-0.16572
1.9443
-0.20572
-0.62572
0.084282
-0.24572
-1.1757
0.64428
0.21428
-0.66572
-0.31572
0.10428
0.11428
0.80428
-1.3757
-0.38572
0.10428
-0.98572
0.10428
0.28428
0.30428
-0.075718
-1.3057
-0.92572
2.3643
2.4743
-2.1757
1.0943
-0.37572
-0.45572
-0.95572
-0.17572
1.4443
0.19428
-1.1557
-1.0157
-1.0757
0.89428
-1.2857
-1.1157
-1.0657
-1.1257
-0.0057181
-0.70572
-0.35572
0.81428
-2.4457
-2.2657
-1.8957
-1.4957
1.0743
1.6743
1.3743
2.0343
-0.28572
0.75428
-0.94572
-1.2557
-1.8857
1.0343
0.41428
0.55428
0.34428
0.41428
-1.4357
0.58428
-0.14572
0.69428
-0.49572
-0.065718
1.1643
0.98428
-0.42572
0.24428
-0.67572
-0.78572
0.33428
0.45428
-1.4657
-0.19572
0.18428
0.084282
0.71428
0.62428
-0.60572
-1.1857
0.59428
0.064282
-0.95572
-0.75572
-1.2657
0.0042819
-1.2157
-0.86572
0.96428
0.85428
-1.8257
-0.45572
0.81428
-0.80572
-1.0057
-0.72572
-1.7257
-0.78572
-2.5457
1.2743
0.81428
0.42428
1.2743
1.5743
0.89428
0.86428
0.50428
-0.31572
0.25428
-0.095718
0.51428
-0.75572
0.20428
0.82428
0.22428
1.1943
-0.30572
-0.17572
0.074282
-0.34572
-0.57572
-0.43572
0.024282
0.54428
1.1143
-0.065718
-0.60572
0.27428
0.31428
-0.035718
0.11428
-0.085718
-0.11572
1.1643
-0.12572
-0.0057181
-0.17572
0.38428
-0.17572
0.30428
-0.34572
0.054282
-0.60572
0.50428
-0.065718
0.14428
-0.96572
-1.2157
0.72428
0.52428
0.38428
-0.30572
0.28428
-0.22572
0.31428
0.85428
0.68428
-0.065718
0.71428
-0.91572
